Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28321017,Scaling Teams: Strategies for Building Successful Teams and Organizations,Alexander Grosse,"Grosse, Alexander",David Loftesness,"=""149195227X""","=""9781491952276""",4,4.23,O'Reilly Media,Paperback,280,2017,,2021/12/11,2021/12/12,,,read,"Good playbook for scaling, particularly hypergrowth scaling. I pretty much lived this book for 4 years at a previous employment.",,,1,1
155981,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",Maxwell Maltz,"Maltz, Maxwell",,"=""0671700758""","=""9780671700751""",4,4.24,Pocket,Mass Market Paperback,288,1989,1960,,2021/12/11,,,read,"Saw this in my bookshelf the other day. Read it 10 years ago, due for a reread.",,,1,0
8095067,Getting More: How to Negotiate to Achieve Your Goals in the Real World,Stuart Diamond,"Diamond, Stuart",,"=""0307716899""","=""9780307716897""",4,4.09,Crown Business,Hardcover,416,2010,2010,,2021/12/11,,,read,Read this as course material for a Bradfield leadership class.,,,1,0
2455391,Scrum and XP from the Trenches (Enterprise Software Development),Henrik Kniberg,"Kniberg, Henrik",,"=""1430322640""","=""9781430322641""",4,4.21,"Lulu Press, Inc.",Paperback,140,2007,2007,,2021/12/11,,,read,"Read this as part of a Bradfield course. Packed with ideas, some more useful than others at any given time, but definitely worth reading.",,,1,0
2278064,Design Patterns in Ruby,Russ Olsen,"Olsen, Russ",,"=""0321490452""","=""9780321490452""",5,4.15,Addison-Wesley Professional,Hardcover,384,2007,2007,2018/02/11,2021/09/30,,,read,"Implemented most of the code in the book, wrapping a fair bit of with tests.<br/><br/>I really like the Decorator pattern in Ruby, and believe it's sadly underutilized.",,,1,0
8931109,Service-Oriented Design with Ruby and Rails (Addison-Wesley Professional Ruby Series),Paul Dix,"Dix, Paul",,"=""0321659368""","=""9780321659361""",4,3.65,Addison-Wesley Professional,Paperback,297,2010,2010,,2021/11/21,,,read,"Nice survey of thinking current to publication date. While the leading edge has moved on, the book provides an easy entry into service construction, and in many cases, that may be all that's needed.",,,1,0
17457612,Rebuilding Rails: Get Your Hands Dirty and build Your Own Ruby Web Framework,Noah Gibbs,"Gibbs, Noah",,"=""""","=""""",4,3.95,self-published,ebook,,2012,2012,,2021/11/21,,,read,I worked through the book implementing the code as I read. Definitely worthwhile. Probably worth a reread/rework.,,,1,0
18866703,Good Strategy/Bad Strategy: The difference and why it matters,Richard P. Rumelt,"Rumelt, Richard P.",,"=""184765746X""","=""9781847657466""",5,4.13,Profile Books,Kindle Edition,348,2011,2011,2021/11/20,2021/10/12,,,read,"Just finished a first read, need to reread.",,,1,0
1277313,The Soong Dynasty,sterling-seagrave,"sterling-seagrave, sterling-seagrave",,"=""0552141089""","=""9780552141086""",4,3.99,Corgi Books,Paperback,544,1996,1985,,2021/11/20,,,read,"Read this years and years ago, it's on my list to reread.",,,1,0
946167,East Asia: Tradition and Transformation,John King Fairbank,"Fairbank, John King",,"=""039525812X""","=""9780395258125""",4,3.82,Houghton Mifflin School,Hardcover,,1977,1973,,2021/11/20,,,read,"I really liked this. I had it first as a textbook, then read it cover to cover several years later. Sadly, I cannot find my copy at the moment.",,,1,0
17290703,Last Stand at Khe Sanh: The U.S. Marines' Finest Hour in Vietnam,Gregg Jones,"Jones, Gregg",,"=""0306821397""","=""9780306821394""",4,4.26,Da Capo Press,Hardcover,400,2014,2014,,2021/11/20,,,read,,,,1,0
38398157,Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies,Reid Hoffman,"Hoffman, Reid","Chris Yeh, Bill Gates","=""1524761419""","=""9781524761417""",4,3.97,Currency,Hardcover,336,2018,2018,,2021/11/20,,,read,"Read this several years ago, need to reread it.",,,1,0
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",3,4.01,HarperBusiness,Paperback,211,2006,2006,,2021/11/20,,,read,"My rating of 3 reflects my point of view coming from the engineering side. That is, I did not feel this book was overly helpful when I was working mostly as an individual contributor. I might well find a reread more useful being more on the management side.",,,1,0
44333183,The Unicorn Project,Gene Kim,"Kim, Gene",,"=""1942788762""","=""9781942788768""",4,4.09,IT Revolution Press,Hardcover,352,2019,2019,,2021/11/20,,,read,I liked Phoenix Project a bit better.,,,1,0
1744585,Catalytic Coaching: The End of the Performance Review,Garold L. Markle,"Markle, Garold L.",,"=""1567203086""","=""9781567203080""",4,3.76,Quorum Books,Hardcover,,2000,2000,,2021/11/20,,,read,The software industry would benefit using methods advocated by this book.,,,1,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",4,4.36,Harper Business,Hardcover,274,2016,2016,,2021/11/20,,,read,"Very good insight, not a silver bullet.",,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",3,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2021/11/06,2019/05/17,,,read,"Didn't finish. Along with the known problem in one of the chapters (2?), the treatment is too academic for my needs at the moment. I can see myself revisiting in the future.",,,1,0
40179007,The Messy Middle: Finding Your Way Through the Hardest and Most Crucial Part of Any Bold Venture,Scott Belsky,"Belsky, Scott",,"=""""","=""""",4,4.06,Portfolio,Kindle Edition,413,2018,2018,,2021/11/06,,,read,,,,1,0
27539,On Intelligence,Jeff Hawkins,"Hawkins, Jeff",Sandra Blakeslee,"=""0805078533""","=""9780805078534""",3,4.11,St. Martin's Griffin,Paperback,261,2005,2004,,2021/10/27,,,read,"Read this a few years ago. Some really interesting ideas, not sure how well-supported the science is.",,,1,0
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""0787960756""","=""9780787960759""",3,4.10,Jossey-Bass,Hardcover,228,2002,2002,,2021/10/12,,,read,,,,1,0
42118073,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,Eric Schmidt,"Schmidt, Eric","Jonathan Rosenberg, Alan Eagle","=""0062839268""","=""9780062839268""",3,3.99,Harper Business,Hardcover,240,2019,2019,,2021/10/12,,,read,,,,1,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,"Collins, James C.",Jim Collins,"=""0066620996""","=""9780066620992""",3,4.14,HarperBusiness,Hardcover,300,2001,2001,,2021/10/12,,,read,,,,1,0
13593553,To Sell is Human: The Surprising Truth About Moving Others,Daniel H. Pink,"Pink, Daniel H.",,"=""1594487154""","=""9781594487156""",4,3.88,Riverhead Books,Hardcover,272,2012,2012,,2021/10/11,,,read,Read this as part of Bradfield Leadership course. Worth a reread.,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""0735211302""","=""""",5,4.37,Avery,Kindle Edition,319,2018,2018,2021/10/05,2021/10/06,,,read,"Atomic Habits is the yang to Tiny Habits yin. They complement each other. Tiny Habits to get started, Atomic Habits to develop mastery.<br/><br/>From personal experience, the material on ensuring habits aren't stale and aren't producing outcomes is the most important part of the book. Building habits isn't difficult. Building the right habits requires considerably more effort. Habits which aren't ultimately producing desired outcomes are indistinguishable from ""bad"" habits, regardless of the moral content of the habit.",,,1,0
42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore,"Moore, Harold G.",Joseph L. Galloway,"=""034547581X""","=""9780345475817""",5,4.32,Presidio Press,Paperback,480,2004,1991,,2021/10/06,,,read,"This was a NYT bestseller for a reason: it's an excellent account of how a short sequence of intense, bloody battles convinced both sides that they had won the battle, and had the keys to ultimate victory. In 1965.<br/>",,,1,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",5,4.08,North River Press,Paperback,384,2004,1984,,2021/10/05,,,read,"First read this in the 1980's. Lot of lessons here, even for software development.",,,1,0
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",4,4.26,IT Revolution Press,Hardcover,345,2013,2013,,2021/10/05,,,read,,,,1,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",5,4.30,Vintage,Paperback,272,1995,1983,,2021/09/30,,,read,"I've read this completely through at least twice, and taken notes on several chapters. Worthy reference.",,,1,0
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",4,4.29,Random House Large Print,Paperback,464,2020,2020,2021/09/25,2021/09/27,,,read,"Good reference material, especially around feedback, even for ""process and control"" environments.",,,1,0
945011,The Last Days of Hitler,Hugh R. Trevor-Roper,"Trevor-Roper, Hugh R.",,"=""0333642619""","=""9780333642610""",5,4.05,Papermac,Paperback,228,1995,1947,,2021/09/25,,,read,An excellent lesson in how not to make a martyr.,,,1,0
320553,Notes on the Synthesis of Form,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0674627512""","=""9780674627512""",4,4.04,Harvard University Press,Paperback,224,1964,1964,,2021/09/20,,,read,"Another of the long list of books which I've read over the years and haven't gotten around to adding here.<br/><br/>There is an argument that this book is required reading for software architects. The author lays out a design methodology which was later extended in a follow-on book, and picked up by the software architecture community.",,,1,0
213280,Setting the Table: The Transforming Power of Hospitality in Business,Danny Meyer,"Meyer, Danny",,"=""0060742755""","=""9780060742751""",4,4.04,Harper,Hardcover,336,2006,2006,2021/09/18,2021/09/19,,,read,"Good business principles with a dose of feel good, and a bit of ""last word"" justification here and there. On my reread list.",,,1,0
43261127,Tiny Habits: The Small Changes That Change Everything,B.J.  Fogg,"Fogg, B.J.",,"=""0358003326""","=""9780358003328""",5,4.15,Harvest,Hardcover,320,2020,2019,2021/09/15,2021/09/15,,,read,I've been using parts of the Tiny Habits system since long before the book came out. The book has shown me at least one way to extend my personal habit building system with no effort at all. I can see the potential for deeper results after implementing more of the Tiny Habits system.,,,1,0
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,"Buckingham, Marcus",Curt Coffman,"=""0684852861""","=""9780684852867""",4,3.94,Gallup Press,Hardcover,271,1999,1998,,2021/09/13,,,read,"Not always easy to follow the advice given in the book, company culture and process matter as well.",,,1,0
225111,"The Laws of Simplicity (Simplicity: Design, Technology, Business, Life)",John Maeda,"Maeda, John",,"=""0262134721""","=""9780262134729""",4,3.91,The MIT Press,Hardcover,128,2006,2006,,2019/05/17,,,read,,,,1,0
81940,Mastery: The Keys to Success and Long-Term Fulfillment,George Leonard,"Leonard, George",,"=""0452267560""","=""9780452267565""",5,4.11,Plume,Paperback,176,1992,1991,,2021/09/06,,,read,,,,1,0
703102,"Compilers: Principles, Techniques, and Tools",Alfred V. Aho,"Aho, Alfred V.","Ravi Sethi, Jeffrey D. Ullman","=""0201100886""","=""9780201100884""",4,4.09,Addison-Wesley Publishing Company,Hardcover,796,1986,1986,1997/06/30,2008/04/03,,,read,One of the handiest computer science books I own! Very well written and accessible for what could be exceedingly dry material.,,,1,0
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",3,4.04,Bantam,Hardcover,352,2006,1995,2005/01/01,2008/04/08,,,read,"This is one of those books where if you ""get it"" it's real. And if you don't, it's total BS.  <br/><br/>Personally, I get it.<br/><br/>For example, I actually know someone that really does have PTSD.  Goleman explains a plausible mechanism.<br/><br/>If you're a skeptic, you won't find anything useful in this book, so don't waste your time.  If you're willing to consider personal experience as validation for his claims, read it and observe the world around you from a more emotionally significant perspective.<br/><br/><br/>My _personal_ experience?  Predictability doesn't imply measureability.   This makes the subject an art rather than a science.  I'm just fine with that.",,,1,0
598624,Writing Solid Code,Steve Maguire,"Maguire, Steve",,"=""1556155514""","=""9781556155512""",4,4.12,Microsoft Press,Paperback,256,1993,1993,,2008/04/18,,,read,"I really like this book.  As a diehard c coder, there is a lot in here that is immediately practical.  The philosophy is applicable to programming in any language.",,,1,0
44919,Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""0131177052""","=""0076092025986""",4,4.14,Pearson,Paperback,464,2004,2004,,2012/12/20,,,read,,,,1,0
33517721,The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,"Coyle, Daniel",,"=""0804176981""","=""9780804176989""",4,4.27,Bantam,Hardcover,304,2018,2017,2021/09/06,2021/08/08,,,read,,,,1,0
309768,Linear Algebra Done Right (Undergraduate Texts in Mathematics),Sheldon Axler,"Axler, Sheldon",,"=""0387982582""","=""9780387982588""",5,4.37,Springer,Paperback,272,2004,1995,,2008/04/04,,,read,"I really like this text.  It's a nice complement to Halmos, which is curious as Halmos was Axler's advisor.  ",,,1,0
692030,Finite-Dimensional Vector Spaces (Undergraduate Texts in Mathematics),Paul R. Halmos,"Halmos, Paul R.",,"=""0387900934""","=""9780387900933""",5,4.52,Springer,Hardcover,210,1974,1947,,2008/03/31,,,read,"<br/>I own at least a dozen books on various aspects of linear algebra, ranging from community college level textbooks (Anton) to treatments targeting specific industries such as computer graphics.  Invariably, I end up poring over the relevant material in Halmos to ensure that both the exposition in some other text and my understanding of the topic is correct.<br/><br/>Time spent reading this relatively thin book is measured in ""hours per page.""   It's time well spent.",,,1,0
40242274,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing,Burton G. Malkiel,"Malkiel, Burton G.",,"=""1324002182""","=""9781324002185""",4,4.13,W. W. Norton & Company,Hardcover,432,2019,1973,,2021/08/30,,,read,"The first 1/4 of the book is a world class rant. The remaining 3/4 is a really good introduction to sane investment strategy, with some good tips on how to play in the stock market in the closing material.",,,1,0
123715,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency",Tom DeMarco,"DeMarco, Tom",,"=""0767907698""","=""9780767907699""",5,4.02,Crown Currency,Paperback,256,2002,2001,,2021/08/29,,,read,,,,1,0
15874425,The Leprechauns of Software Engineering,Laurent Bossavit,"Bossavit, Laurent",,"=""""","=""""",4,3.86,Leanpub,ebook,183,2012,2012,,2012/12/20,,,read,Important read for anyone interested in software engineering as a profession. ,,,1,0
4955922,Topology (Undergraduate Texts in Mathematics),Klaus Jänich,"Jänich, Klaus",,"=""0387908927""","=""9780387908922""",4,4.17,Springer,Hardcover,202,1984,1980,,2013/04/22,,,read,,,,1,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",4,4.09,Random House,Hardcover,426,2012,2012,,2021/08/22,,,read,"As usual with the author, there's intellectual gold in them thar hills, but it requires traversing a fair bit of terrain characterized by invective. Some of it is surely warranted, some assuredly not, but I don't know how to tell the difference.",,,1,0
186200,"A Storm in Flanders: The Ypres Salient, 1914-1918: Tragedy and Triumph on the Western Front",Winston Groom,"Groom, Winston",,"=""0802139981""","=""9780802139986""",4,4.17,Grove Press,Paperback,288,2003,2002,,2021/08/22,,,read,,,,1,0
2865254,Hermit Of Peking: The Hidden Life Of Sir Edmund Backhouse,Hugh R. Trevor-Roper,"Trevor-Roper, Hugh R.",,"=""014004776X""","=""9780140047769""",4,3.82,Penguin Books Ltd.,Paperback,400,1978,1976,,2021/08/12,,,read,HTR is a good read.,,,1,0
6926357,The Laotian Civil War: The Intransigence of General Phoumi Nosavan and American Intervention in the Fall of 1960,Jarred Breaux,"Breaux, Jarred",,"=""1435731514""","=""9781435731516""",4,4.00,Lulu.com,Paperback,34,2009,2008,,2021/08/08,,,read,"Very short (22 page) thesis summarizing material also covered in Before The Quagmire. Provides a handy timeline for the events of the Fall of 1960, and a good reference list of original sources much of which is drawn from JCS archives.",,,1,0
13793641,Before The Quagmire: American Intervention In Laos 1954-1961,William J. Rust,"Rust, William J.",,"=""0813135788""","=""9780813135786""",4,4.00,University Press of Kentucky,Hardcover,352,2012,2012,2021/08/03,2021/07/24,,,read,"Understanding the how the USA militarily came to be involved in Vietnam almost requires understanding the strategic importance of Laos. Both the Eisenhower and Kennedy administrations believed that losing Laos would result in losing Vietnam as well, and they were correct. ""Before The Quagmire"" describes in detail how Laos was lost to Western influence. Readers familiar with the dawn and prosecution of The Cold War may sympathize with the diplomats involved, particularly J. Graham Parsons whose career was tarnished by his service in Laos. There were no good choices, only bad choices and worse choices, and every choice leavened with the potential of hot war erupting with either China, or Russia, or both, and the potential nuclear consequences.<br/><br/>Readers familiar with characters involved in The Secret War will be delighted with the short but highly complimentary reference to Bill Lair.",,,1,0
33206,"The Minto Pyramid Principle: Logic in Writing, Thinking, & Problem Solving",Barbara Minto,"Minto, Barbara",,"=""0960191038""","=""9780960191031""",5,3.97,Minto Intl,Hardcover,254,1996,1987,,2021/07/24,,,read,Indispensable.,,,1,0
18114120,Thanks for the Feedback: The Science and Art of Receiving Feedback Well,Douglas Stone,"Stone, Douglas",Sheila Heen,"=""0670014664""","=""9780670014668""",4,4.06,Viking,Hardcover,348,2014,2014,2021/07/23,2021/03/07,,,read,,,,1,0
42414767,Technology Strategy Patterns: Architecture as Strategy,Eben Hewitt,"Hewitt, Eben",,"=""""","=""""",4,4.06,O'Reilly Media,Kindle Edition,298,2018,2018,2021/07/11,2021/04/04,,,read,,,,1,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",4,4.10,Stripe Press,Kindle Edition,289,2019,2019,,2021/05/02,,,read,Pretty good. Rereading.,,,1,0
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",3,3.84,Penguin Books,Paperback,260,2009,2008,2021/01/31,2021/01/24,,,read,I found the examples dated. The world of the early 2000s seems very strange now.,,,1,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",4,4.21,Chelsea Green Publishing,Paperback,218,2008,2008,,2021/02/07,,,read,"This collection of writings provides a basic understanding of systems thinking, starting from first principles. It's referenced in a number of management and engineering books I've read, and references in blog posts are starting to appear more frequently.<br/><br/>One thing to understand about systems thinking is that it's really, really hard to get right in complex systems, and especially when people form an integral component of the system.",,,1,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",4,4.06,McGraw-Hill,Paperback,240,2002,2002,,2021/01/10,,,read,"Not the whole story, but an interesting and effective system for engaging when communication is difficult. May not always work for all people all the time, but definitely worth applying the principles when otherwise at an impasse.",,,1,0
40275161,"The Fearless Organization: Creating Psychological Safety in the Workplace for Learning, Innovation, and Growth",Amy C. Edmondson,"Edmondson, Amy C.",,"=""1119477247""","=""9781119477242""",4,4.01,Wiley,Hardcover,233,2018,2018,2021/01/10,2019/05/17,,,read,"Easier said than done, but consistently applied over years as an organization grows, psychological safety should grow with it. My impression is that the tech industry is making decent progress overall in this area.",,,1,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",4,3.99,Penguin,Kindle Edition,299,2018,2017,,2020/12/27,,,read,"Critical reading for modern, fast growing companies, probably for all companies really.",,,1,0
24810645,Practical Estimation: A Pocket Guide to Making Dependable Project Schedules,Steve Bockman,"Bockman, Steve",,"=""""","=""""",5,4.12,,Kindle Edition,34,2015,2015,,2020/12/13,,,read,"I'm not a fan of points-based estimation, but if that's whats on the table, here's how to handle it.",,,1,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",4,3.90,Allen Lane,Paperback,272,2018,2018,,2020/11/29,,,read,Would the world worked this way.,,,1,0
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",4,4.26,W. W. Norton & Company,Paperback,317,2004,2003,,2019/05/17,,,read,,,,1,0
35747076,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",5,4.07,IT Revolution Press,Paperback,288,2018,,,2019/05/17,,,read,,,,1,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",4,4.13,Random House,Hardcover,375,2012,2012,,2019/05/17,,,read,,,,1,0
44135420,Team Topologies: Organizing Business and Technology Teams for Fast Flow,Matthew    Skelton,"Skelton, Matthew",Manuel Pais,"=""1942788827""","=""9781942788829""",4,4.22,It Revolution Press,ebook,240,2019,2019,,2020/11/29,,,read,"Really good, flawed only in the author's insistence that their four models are sufficient for all organizational needs. This may be true, but the presentation precludes discussion.",,,1,0
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",5,4.71,O'Reilly,ebook,562,,2015,2020/03/30,2019/05/17,,,read,Mandatory reading if you work in distributed systems.,,,1,0
294139,The Geometry of Physics: An Introduction,Theodore Frankel,"Frankel, Theodore",,"=""0521539277""","=""9780521539272""",0,4.16,Cambridge University Press,Paperback,694,2003,1997,2001/01/01,2008/04/03,,,read,I really like the exposition in this book.,,,1,0
